Word,Meaning,Examples/0,Examples/1,Examples/2,Examples/3,Examples/4,Examples/5,Examples/6,Examples/7,Examples/8,Examples/9
Tiptoe,to walk very quietly on the tips of one’s toes,"When sneaking into the house at night, the teen made sure to tiptoe quietly past her parent’s bedroom.","While playing hide-and-go-seek, the sly sibling tried to tiptoe past her sister’s hiding spot without being seen.",The sneaky thief was able to tiptoe through the house in such a way that none of the sleeping homeowners.,,,,,,,
Tiptop,the very best something can be,"The quality of this beef is tiptop, I would recommend it to anyone and everyone.","A ballerina must be in tiptop shape to perform on stage, because her dance routine is very physically taxing.","I would never want to fly in a plane that was not of tiptop quality, as I would be worried that it would fall apart if it were not the best.","A tiptop student studies every day for every test, and by extension they make the very best grades.","A tiptop political leader does what is best for his country, even when it may not be the best for his career.",,,,,
Tirade,a long and angry speech,"Because Carrie is normally a laidback person, she shocked everyone with her tirade.",The police arrested my Uncle Jack after he refused to end his tirade outside the courthouse.,"When the airline representative told me my luggage was lost, I responded to the announcement with a tirade.","If my daughter does not get everything she wants for Christmas, she will launch a tirade.",The drunk driver did not realize his tirade was being captured by a camera in the police officer’s car.,"If my money was not stolen, then my tirade was completely unnecessary.",The fan began his tirade by burning his jersey outside the football stadium.,"Although the terrorist is in hiding, he recently held a press conference where he gave a tirade about his enemies.",The politician’s tirade against the proposed law lasted for nearly two hours.,"When the player got kicked out of the game, he started a tirade which lasted until security escorted him off the court."
Tire,to grow bored of or exhaust the patience of,The child was quick to tire of his toy and he moved on to something else to entertain himself with.,"A dog will eventually tire of chasing his tail if he does it long enough, but he will probably try again as soon as he is done resting.","Because nobody wants to live a boring life, everyone mixes up their routine from time to time so they do not tire of their daily activities.",Someone with a great deal of energy is not likely to tire anytime soon when they are having fun.,"I tire of my baby brother’s annoying actions and attention seeking adventures, but there is very little chance that he will stop anytime soon.",,,,,
Tireless,determined and unrelenting,"While bouncing around, the tireless toddler seemed like he could continue to run around without stopping all day.","After walking around for 10 hours each day getting signatures for the petition, people appreciated the tireless efforts of the man.","In order to provide food for his family, the tireless man worked three jobs for over sixteen hours a day and could do the same the next day.","Without taking a break, the tireless soccer player played two back-to-back games and even asked to play a third game.","With tireless dedication to his patient, Dr. Keely tried to resuscitate the patient for four solid hours.",,,,,
Tiresome,causing one to feel annoyed or bored,"Fed up with their tiresome interruptions, the professor warned his students they would all fail if they did not stop.","Though he was growing tiresome of his children’s complaints, he knew he would have to continue until his wife returned home.","She went to the same tiresome job every day, but the pay was worth it.",Dealing with complaints from customers all day can become extremely tiresome.,"Taking care of children can be tiresome, but it is also very rewarding.","Arguing politics is not only tiresome, it is also usually fruitless.",He was sick of this tiresome debate and therefore proposed they talk about a new subject.,The tiresome barking of his neighbor’s dog caused him to call the police.,His tiresome complaining led his girlfriend to break up with him.,"The tiresome backstabbing led the girl to seek out new, more honest friends."
Tiring,causing someone to lose stamina or energy and require rest,"Taking care of a young child is often very tiring, draining people of energy all too quickly.",The energy of morning people is often very tiring to those of us that are cranky when we get up.,"Working over eight hours a day is very tiring for most people, making them desire a rest as soon as they get home.","Even athletes that are in shape will find it tiring to run a thirty mile marathon, though they probably handle it better than the rest of us.","Most people find it extremely tiring to drive long distances for several hours, and they crash into bed as soon as they arrive at their destination.",,,,,
Tissue,"The organic material from which living creatures are made, consisting of cells","If you get a cut you are damaging your skin tissue, but it will heal itself over time.","Each muscle in your body is composed of muscle tissue, and that muscle tissue is what gives us the strength to move.","The ligaments in your body are a special kind of tissue that allow for flexibility, different from the tissue in other parts of your body.","Organs are made of a special kind of body tissue with unique functions to support digestion, secretion, and the pumping of blood.","Damaged skin tissue may scar during the healing process, but it will mostly function like it did before being damaged.",,,,,
Titanic,extremely large,"Godzilla is a monster of titanic proportions, dwarfing even buildings as he rampages throughout the city.","The Empire State Building is a titanic structure that is larger than most everything around it, and you can see it from many places with New York.","The Boeing 747 is one of the most titanic planes in the whole world, making other airliner planes look small in comparison.","An American aircraft carrier is a titanic vessel that can hold hundreds of planes, and is larger than the aircraft carriers of every other nation in the world.","The titanic Blue Whale is the largest animal on the entire planet, and even a school bus would be tiny next to it.",,,,,
Tithe,ten percent of earnings typically given to the church as an offering,The most devout churchgoers offer a ten percent monetary tithe to support their congregation.,"If you wish to contribute to the service of your church, you should give some of your earnings in tithe as a donation.","The most stringent definition of tithe dictates that it be ten percent of earned wages, but few people do the math to make sure they are giving that much.",Many churches gain all of the money they need to maintain the building through the tithe that they collect from their congregation.,"You should give a tithe to your church if you really want to support it, as that is often where they get all of their money.",,,,,
Titillate ,to arouse,The woman hoped her sexy dress would titillate her husband so much he would overlook her outrageous credit card bills.,"In order to titillate consumer interest, the company is offering free shipping on all purchases.",The salesgirl assured me the fragrance would titillate my husband’s interest and rekindle our sex life.,"Because the movie trailer did not titillate my interest, I will probably not see the film.",Product marketers try to titillate consumer awareness by creating provocative advertising campaigns.,,,,,
Title,"the name or heading of a book, a piece of writing, or artistic work","The author couldn’t think of a title for her story right away, but she eventually came up with a name.","Because the title of the student’s story was ‘Down on the Farm,’ his teacher assumed it would have talking animals.","Gail can’t remember the title of the song, but she knows the words even if she doesn’t know the heading.",,,,,,,
Titter,a brief and partially suppressed laugh,"The young girl held back a laugh and uttered a titter instead, unable to completely suppress her mirth.",Many people titter when they try to suppress a laugh in a serious situation and they cannot hold it back completely.,"You may titter if you try to stay quiet while being tickled, as almost no one can stay completely quiet in that situation.","I didn’t want to laugh at my friend’s story, but I nevertheless gave a titter when I could hold it back no longer.","Some people don’t like to laugh out loud so they titter instead, laughing a little bit instead of a lot.",,,,,
Titular,having a completely arbitrary position that is of no real power or authority,"England has a Queen, but today her position is completely titular and she has no authority in the government whatsoever.","Jim declared himself leader of our group, but his position is entirely titular because the rest of us did not elect him to that position.","We gave the man a titular position so he would feel important even though he is not, and he carries no real weight in the company.","We gave him the titular position of ‘Assistant President Assistant Director,’ which does not even really exist within the organization.","For many children, their parents have a titular position that they do not respect, and their authority does not mean anything at all.",,,,,
To no avail,"fruitless, pointless often referring to making effort but not having success","The football team tried to pull out a win even though they were forty points behind, but their efforts were to no avail.","I tried to convince my mother to buy me the newest gaming console, but all of my reasonable begging was to no avail.","The store employee tried his best to stop the shelf from falling during the tremor, but to no avail.","You can try to fly by flapping your arms, but your efforts will be to no avail no matter how earnest they are.","I attempted to dodge the ball during gym class, but my efforts were to no avail and we still lost the game of dodgeball.",,,,,
Toad,a contemptible or otherwise hated individual,"The traitor Benedict Arnold was a toad through and through, and us true Americans really hate him.","I refer to the mean little man as a toad because of how he acts, and I hate him for being so cruel and irritating.","The spoiled child is a true toad when she doesn’t get her way, prompting even her mother to wish punishment upon her.","Some people act like a toad when they don’t get their morning coffee, and most everyone around them will dislike them for it.","The worst kind of people are the ones that behave like a toad when they don’t get what they want, becoming detestable and irritating.",,,,,
Toady,an individual who compliments others for a reason,"In order to get a promotion, Amy has been acting like the manager’s toady by agreeing with everything he says.","Being the toady she is, Elaine fawns over the company president every time she sees him.",April became a toady when she brought the teacher an apple.,"At our bank, Henry is the toady who constantly flatters the branch manager.",Ethel becomes a toady and kisses up to her boss whenever it is time for her performance evaluation.,,,,,
Toast,to cook food by exposing it to radiant heat rather than a direct source,"You burn a marshmallow when you put in it the fire, but you toast it when you let the heat from the fire cook it for you.","You toast a piece of bread by letting the radiant heat of your toaster over cook it, not by exposing it directly to a fire.","There are many ways to cook food, but if you want to toast something you must expose it to radiant heat and not the direct source of that heat.",Maria decided to toast some marshmallows by holding them over the bonfire we had made at the camp.,"I like to toast bread in the toaster oven, but my mother uses it to toast cheese as well from time to time.",,,,,
Tobacco,"the cured and fermented nicotine rich leaves of the North American Nightshade plant, used for smoking and chewing","My Uncle likes to chew tobacco, but the nicotine in it isn’t very good for his teeth, and they are beginning to deteriorate.","You have likely heard of tobacco pipes, in which tobacco is set alight and smoked for personal enjoyment.","The leaves of the Nightshade plant are natural rich in nicotine, but it is not tobacco until those leaves have been cured and fermented.","Tobacco is a product widely used in cigarettes, and the nicotine in that tobacco is extremely bad for your health.","Even though most people know that the nicotine in tobacco is bad for them, they still smoke cigarettes because it helps them relax.",,,,,
Tocsin,an alarm,Pulling the fire alarm at school will set off an ear grating tocsin that lets everyone know that they are supposed to vacate the building as quickly as possible.,"Because they cannot afford to get stuck in traffic, emergency vehicles have a tocsin on them to warn other drivers to move out of their way on the road.","I was awoken by the shrieking wail of a tocsin, telling me that the base was under attack by the enemy!",My alarm clock wakes me up every day at six in the morning with a noisy and irritating tocsin that gets on my nerves quite quickly.,A tocsin doesn’t do very much good as an alarm if it is not loud enough to get everyone’s attention.,,,,,
Today,at the present time,I have a doctor’s appointment at two-o’clock today and will take a cab to the clinic.,"William wants to go to the park tomorrow, but I think we should go before noon today.","School will resume tomorrow, but today we will just stay at home and play board games.",,,,,,,
Toddler,used to refer to a young child that is just learning to walk,"My son is just a two year old toddler, having taken his first steps about a week ago.","There is no set age gap for when a child is to be considered a toddler, since every child learns to walk at a different age.","My little brother just became a toddler, having just learned to walk even though he’s still a bit unsteady on his feet.","A toddler will likely have a great time exploring his environment now that he can walk, but you should keep an eye on him since he’s pretty new at it.","A toddle is very likely to fall down during the first few days of his walking experience, since he is still learning how to do it properly.",,,,,
Toe,any one of the five digits at the end of the human foot,I was walking around my house barefooted and I accidentally rammed my little toe into the leg of my kitchen table.,"The human toe is used to provide us with balance, as it would be quite hard to stay upright if we only had our feet!","Like a finger, the toe is used to grip things to help us maintain balance, though it is not nearly as good at it as our fingers are.",The reason you have a toenail is to protect the sensitive tip of your toe from anything that would hurt it.,"There are five toes on your feet, but for some reason your big toe and little toe tend to smash into furniture the most.",,,,,
Togetherness,the act of being together with or near others,"Because it is so cold where they live, penguins like to practice togetherness, huddling up in groups to conserve warmth and protect each other.","Togetherness is a key component of a team, as a team cannot function unless they work together and usually stay together.","A true family is grounded in togetherness, sticking together no matter what happens to them and always watching each other’s back.","Some people like to practice togetherness a little too much, always hanging around just a little too close for comfort and hugging me way more than I would like.","My dog is an especially avid practitioner of togetherness, choosing to follow me everywhere I go and never leaving my side.",,,,,
Toggle,pressing a key or button on a computer to go back and forth between something,The little kids would toggle back and forth between music and you tube on their tablets.,"Because he’s computer savvy, the man can toggle between the two different computer screens.",The multitasking student can toggle between different tasks while studying in his bedroom.,,,,,,,
Toil,to work for a long period of time,You should hire Justin because he is a hard worker who will toil until the job is done.,"Day after day, the slaves had to toil in the hot fields without payment.",The actress had to toil for many years before becoming a Hollywood star.,"In this country, illegal aliens often toil at jobs for very long hours for little pay.",The true artist will toil all day for his art and not be upset about failing to earn a salary.,"Because construction workers have to toil in the sun all day, they must drink a lot of water to ensure they do not dehydrate.",People who toil in fast food kitchens often leave the workplace smelling of cooking oil and food products.,"Because Janice is a single mother of four, she has to toil late in the evenings to earn enough money to buy food and clothing for her entire family.",My teenage daughter will not toil in the backyard if we do not offer her money for her landscaping labor.,Do you still expect me to toil at my desk and complete this work even though I feel awful?
Toilsome,something that involves a great deal of effort or hard work,"Plowing an entire field is quite toilsome, but even though it is hard work farmers have to do it all the time.","Movers and packers engage in the toilsome work of moving furniture out of your house, but they are paid fairly well to do all of that heavy lifting.","If you are an especially lazy individual, you will probably find any level of work toilsome, even though sweeping the front porch isn’t really all that difficult.","Sometimes mowing the lawn is easy, but if you have an especially large yard you might find that task a lot more toilsome.",The most toilsome job I can think of is pulling weeds out of the garden in the blazing hot afternoon sun of Georgia.,,,,,
Token,an object that serves as a voucher for goods and services,"At a casino, the coins you win in slot machines serve as a token that you can exchange for prizes or money.","For those of us familiar with Chuck E. Cheeses, we all know the value of a token that we can use to exchange for the prizes that we really want.","While most subways use tickets now, they used to use a subway token to represent your right to passage on the subway.","If you have a lottery ticket, it serves as nothing more than a token until you actually win the right number and can exchange it.","Instead of money, I was handed a coin that I could use as a token to exchange for a product that I actually wanted later.",,,,,
Tolerable,"something that is alright or decent, but not terrible or great","The average performance of the actors on stage was tolerable, and I certainly would not give them any special awards.","I think the movie was tolerable, but it was definitely not the best nor the worst to come out this year.","My meal at the restaurant was tolerable at best and pathetic at worst, something that was wholly average and not noteworthy.","I find you more tolerable when you are not talking so much, but when you do speak you are completely insufferable.",This average video game is tolerable but I would not play it a second time and I would not recommend it to anyone else.,,,,,
Tolerance,ability to withstand problems or discomfort,"Since none of the passengers on the plane complained about the constantly screaming baby, they had a high tolerance to the noise.","Even though the soccer player twisted his ankle in the middle of the game, his tolerance of the pain allowed him to finish playing the game.","After being yelled at for half an hour by his girlfriend, the boyfriend’s tolerance of her anger allowed him to stand there calmly and listen.","In the kindergarten class, Miss Phillips didn’t realize that Billy was kicking another student due to that student’s tolerance of Billy’s behavior.",Tolerance of diversity in the community led to the acceptance of every person into their church despite their background or personal characteristics.,,,,,
Tolerant,the attribute of being able to endure something in particular,"Most desert creatures are quite tolerant to the heat of the sun, so they can resist it better than non-native creatures.",People that live in cold areas are more tolerant to the cold than those that live in warmer climates.,"I find myself more tolerant to pollen than my mother, who has allergies every spring while I suffer none whatsoever.","Everyone is tolerant to different levels of pain, but no normal person is completely immune to pain.","Ironically, you become more tolerant against a disease after you have suffered from that disease once before, and you are less likely to be afflicted by it the second time.",,,,,
Tolerate,to put up with or withstand,Our English teacher could only tolerate students whispering because otherwise the level of noise was too loud for her.,"With the grown man’s unusual quirks and annoying behavior, some people could tolerate him for short periods of time.","Since spinach is high in iron and is the only vegetable I can tolerate, I will eat spinach recipes due to my anemia.","“If you can tolerate the heat,” said the marathon runner, “then please run in this 105-degree temperature.”","Even though there many crimes being committed in a nearby neighborhood, the older man decided to tolerate the violence so he could continue to live in his childhood home.",,,,,
Toleration,the process or act of tolerating something,"Religious toleration in America is one of its most admirable qualities, as you can practice any religion you want here without persecution.","We demand more toleration for our actions on the field, as we detest being criticized for what we do for our country.",A country without toleration for dissidence is nothing more than a tyrannical rule where everyone must follow the same ideals.,"We have a great deal of toleration for people of any race here, and we think that people are people no matter what they look like.","We need more toleration in the workplace for people with disabilities, as they are often unfairly judged for something beyond their control.",,,,,
Toll,the number of casualties caused by an event that took lives,"The death toll from the tsunami was catastrophically high, reaching well into the tens of thousands across the coastline.",We can incur a lower death toll if we make a plan for the battle beforehand rather than charging in recklessly like a bunch of fools.,"World War Two has the largest death toll of any war in all of human history, with millions of deaths on both sides of the conflict.","The toll for a war of any size is always higher than we think, as hundreds of thousands of people die in combat.","The toll suffered during the earthquake was well into the thousands, earning a great deal of sorrow from our community.",,,,,
Tomb,"a large, typically underground chamber used to bury the dead","Because we had so many fallen, we had to bury them in a tomb where there was enough room for them all.","The pyramids in Egypt were used as a tomb for the Pharaohs, though they are certainly large enough to house more than one grave.","We had to go underground to reach the tomb we were looking for, and we discovered dozens of bodies buried there.",Many cultures build a tomb underground if they have lost so many of their own people that they need a large place to bury them all.,"There are over fifty people buried in this underground tomb, making it the most populated one I have ever been to.",,,,,
Tome,a huge educational written work,"At the exhibit of the Templeton Historical Museum, it displayed a scene of a small room including a bed, chest and tome on the small desk.",A scholar referred to the tome when discussing and supporting his claim for artwork of the 1800s.,"Instead of carrying the tome around the library, the young medical student decided to place it on a table and look it over.","At the law firm, the lawyer consulted the tome in the archives for information about his current case.",An academic intellectual authored the tome hundreds of years ago that is still used today by many philosophy students.,,,,,
Tomfoolery,foolish or overly silly behavior or actions,"My sister is far too serious to play pranks on any of our neighbors, so I had to engage in that tomfoolery by myself.","My mother frowns on all types of tomfoolery, from the making of funny faces to the calling of silly names.",People who do not take themselves or anyone else seriously are most likely to engage in ridiculous tomfoolery like putting clear tape over a doorway.,"My favorite type of tomfoolery is the kind that makes everyone around me laugh, even if I look silly or foolish.","A clown’s entire act is based on tomfoolery and silliness, such as smashing pies in people’s faces and laughing in an overly ridiculous manner.",,,,,
Tomorrow,the day after the present day,"We cannot go to the movie today, so we will have to go tomorrow when we have some free time.","If today is Tuesday, then tomorrow would be Wednesday and we will be able to get free ice cream at the mall.","Today is Thursday, meaning the day after tomorrow would be Saturday since tomorrow is Friday.",I am looking forward to tomorrow because it will be Friday and that is the last day of school for the week.,"Today I have a lot of work to do, but tomorrow I will be free to relax and do whatever I want for the entire day.",,,,,
Tone,the author’s attitude toward a subject in a work,"Using many descriptive words and serene scenes, the tone of the poem is calmness and relaxation.","With teenagers, the tone in their voices can often times be negative due to their bad attitudes.","Since the writer was known for his opposition to gun control, the tone was evident in his novel about the government’s control over weaponry.",Sometimes students have a difficult time finding the tone of a story because it is hard for them to understand the writer’s thoughts.,"As I was writing my next manuscript, I wanted to keep the piece of work as neutral as possible so I created an unbiased tone in it.",,,,,
Tonearm,the movable part of a record player that allows the needle to follow the record’s groove,The tonearm on the record player was broken and couldn’t move or pick up.,"If you want the needle to travel across the record groove, the tonearm will need to adjust over the disk.",The DJ set the tonearm down on a record rotating on a second turntable during the party.,,,,,,,
Tongue-in-cheek,meant as amusing and not in a serious manner,"After waiting in line for over an hour, I did not appreciate the clerk’s tongue-in-cheek comment about annoying customers.",The speaker’s tongue-in-cheek description of college life had the students laughing hysterically.,"During the comedy roast, several comics made tongue-in-cheek remarks about the celebrated actor.",The author’s tongue-in-cheek writing style always makes me laugh after a trying day.,"Because Larry was drunk, he responded to the police officer’s questions with tongue-in-cheek answers.",Mrs. Brown has a tongue-in-cheek teaching approach that can make even the most boring subject seem fun.,"When comedy writers pen stories about real people, they hope their work is viewed as tongue-in-cheek and not as fact.",Danielle’s tongue-in-cheek humor was only amusing to her.,"Ever since Rick was criticized for his tongue-in-cheek humor at work, he has stopped telling jokes during office hours.",Telling someone to go jump off a bridge is a tongue-in-cheek suggestion.
Tongue,"the muscular organ in the mouth that is used for tasting, swallowing, and articulating speech in the case of humans","If you want to know what a lollipop tastes like, you will have to lick it with your tongue to find out.",Little Timmy stuck his tongue out at the girl across from him because she was making fun of his favorite shirt.,There are many sounds and words that you can only make by moving your tongue against the inside of your teeth.,"Dogs often use their tongue to show their affection for their human friends, licking them all over and usually making them want to wash their hands.","Humans use their tongue for all sorts of things, including tasting and swallowing food and speaking, which would be impossible without the muscle.",,,,,
Tonnage,the actual amount in heaviness that is measured in tons,"With the extra tonnage of equipment on the ferry, it was in jeopardy of sinking due to the excess weight.","Prior to the Titanic being lifted off the ocean floor, it will need to be determined if the machine is capable of lifting that much tonnage up to the surface.",It is difficult to understand how the tonnage of a cruise ship can float on the water without sinking.,"Since 18-wheelers are heavy enough to cause damage to the roads, their tonnage must be weighed at weigh stations on the interstate.","Due to the tonnage of the air unit and other pieces of equipment, only smaller items from the building could be removed by the workers.",,,,,
Took,to have removed something from a particular place,The student took several pieces of paper from the classroom down to the office for his teacher.,Andrew took money from his bank and used it to pay his bills.,"Before going to the beach, we took a picnic basket from the house and packed it with lunch.",,,,,,,
Tool,a device or implement that is used to accomplish a task or function more easily,"While there are many ways you can put a nail into a piece of wood, it is far easier to do it with an appropriate tool like a hammer.",It would be extremely difficult to break concrete without a tool like a sledgehammer or a jackhammer.,"A wrench is a tool that humans made just to make it easier to turn nuts and bolts, since it is so difficult to do that with just our hands.","While our fists were capable of inflicting pain and even death on our enemies, humans invented the sword as a tool for making it significantly easier.",A firearm is nothing more than a tool that we humans created so that we could wage war and kill more effectively.,,,,,
Toothsome,tasty and delicious,The toothsome gumbo is the most delicious dish included on the café’s menu.,"Although the toothsome pasta is my favorite recipe, I try to avoid the appetizing but calorie-packed noodles.","Tasty and toothsome, the chef’s scrumptious seafood platter was enjoyed by everyone at the catered event.",,,,,,,
Top-notch,of the best quality possible,Betty has decided to higher a top-notch lawyer with many years of experience to handle her divorce case.,"Because she provides her guests with top-notch service, the bartender is known as the best in town.","A top-notch establishment, the fine dining restaurant only serves high-quality food and drinks.",,,,,,,
Top,to exceed or perform better than,"I scored over ninety points on my test, and I bet my friend failed to top that since he didn’t study as hard.","I earned over a thousand dollars in just two days of work, something that none of my friends could top no matter how hard they tried.",If you try to top the achievements of all of your friends just to be better than them than they will likely not be your friends for very long.,"As a brother, I take it upon myself to try and top everything that my older brother does, as everything is a competition between us.","The two rivals always compete with each other no matter what the situation is, and they are constantly trying to top one another in all that they do.",,,,,
Topiary,the art of clipping shrubs into ornamental shapes,"I like to engage in topiary from time to time, though my favorite shape to cut shrubs into is that of animals.","You can pay someone to practice topiary on the bushes in your yard, transforming them into more interesting shapes.",Topiary is an art form where the artist cuts a bush or a tree into an ornamental shape like a perfect circle or square.,"I hired a gardener that practices topiary in my yard, and so far he has created a giraffe and an elephant out of my two favorite shrubs.","Topiary is kind of like sculpting, but instead of doing anything with clay you just sculpt a tree or a shrub into a different shape.",,,,,
Topic,"the subject or theme of a conversation, book, piece of art, etc",Recipes are a usual topic of conversation between the friends since they both like to cook.,"The blog writer pens articles on many different subjects, but pet care is her favorite topic.","Because the artist couldn’t think of a topic for his newest sculpture, he painted an abstract piece with no theme.",,,,,,,
Topical,pertaining to putting something on a human’s body part usually for medical purposes,"After the girl’s foot muscles were aching, she rubbed a topical cream to soothe her throbbing and sore feet.","When the child suffered a severe sunburn after being at the beach all day, her mother spread a topical ointment on her sunburn.","As teenagers develop pimples on their faces, they will usually go through every topical acne lotion to find one that works.","For those that suffer from carpal tunnel syndrome due to overuse of their wrists, a topical cream has been produced to relieve the pain.",Most skin disorders will require the patient to rub a topical ointment on the inflicted areas and take medication.,,,,,
Topical,up to date and relevant to current events,Police shootings of unarmed citizens is a topical issue that is relevant to communities around the country in 2018.,The news reporter tries to stay up-to-date on topical issues so that his background knowledge can assist him with his journalism.,"Each project list was separated into to topical sections, many based on relevance to current events.",Topical events seem to drive social media searches especially those relevant to celebrities and political happenings.,"Because she is a civics teacher, Ms. Chung keeps up-to-date on news and topical events.",,,,,
Topography,a detailed depiction of an area,The three dimensional map provides a vivid image of the continent’s topography.,"During the war, the commanding officer counted on accurate topography to help him choose the best battle locations.",The latest aerial cameras are capable of capturing the Earth’s topography from space.,"Before the police chase the escaped convict up the mountain, they will view the topography of the terrain so they can avoid being ambushed.","After reviewing the topography of the camping area, we were able to find a nice spot near a lake.",,,,,
Topple,to tumble over,Placing the bowling ball onto the flimsy table caused it to topple over onto the floor.,"After several whacks with the axe, the lumberjack started to make the tree topple over with a loud thud.","At first, the blocks in the Jenga game only began to lean until a small wind made the block tower topple down.","When the children stacked their crackers one on top of the other, it eventually would topple over for them to rebuild it.","“If you put one more book on that wobbly bookshelf,” the mother told her husband, “it will topple to the floor.”",,,,,
Topsoil,the upper level of dirt on the ground,"Since the topsoil is rich in nutrients, many plants will flourish since their roots are planted there.",Topsoil periodically erodes away due to the overuse of it by farmers as well as weather blowing it off the fields.,"As I dug through the topsoil, the clay underneath became more difficult to break due to its firmness.","Since Martha’s house was located so close to Myrtle Beach, her topsoil was mixed with sand.",Packing the topsoil tightly around the bush will allow it to stay put and not be pulled up out of the ground.,,,,,
Topsy-turvy,upside down or reversed from the way it should be,The political climate is a state of topsy-turvy where every day the world seems more upside down.,"After losing her fanbase, the singer’s topsy-turvy life went from posh to poverty.","By the third quarter, the game was topsy-turvy, and the underdogs had reversed the other team’s lead by 20 points.",,,,,,,
Torah,the five books found in the beginning of the holy book of the Judaism religion,"Reading the Torah, the young Jewish boy became interested in his faith at such a young age.","When the rabbi consulted the Torah during their ceremony, the congregation listened intently.","Once the Torah was written, the remainder of the nineteen books would subsequently be scribed.","As the friends attended Jacob’s Bar Mitzvah, they noticed a display of the Torah in a glass case.",A man read from the Torah while in a prison since he had kept his faith during his horrible ordeal.,,,,,
Torch,to intentionally burn something with fire,A rookie chef realized at the last minute that he needed to torch the crème brulee before serving it to the customer.,Arsonists will frequently torch houses because they get a thrill from seeing structures go up in flames.,"Following the murder, the murderer placed the victim’s body in the car and decided to torch it so that there would be no evidence of his crime.","While the mischievous children were playing with matches, they had a bad idea to torch a small pile of firewood.","In order to collect the insurance money on their house, the couple decided to torch it by using an accelerant.",,,,,
Tore,ripped or split,The gardener tore here favorite dress after getting the hem caught on a rosebush.,The art student tore up his piece of paper and tossed it in the trashcan.,"Because he tore a ligament in his leg, the runner had to get an MRI to show the rip.",,,,,,,
Torment,to torture and cause pain,"Every day when he got on the bus, the bully began to torment the quiet child.","As the test date neared, haunting thoughts of failing her exam began to torment her mind.","Seeing his shyness as a weakness, the persecutor was apt to torment him day in and day out.","With the whip, the trainer set out to torment the tiger until he was tame.","To torment him with whippings was one thing, but to plague him with mental torture was far worse.",,,,,
Torn,to have ripped or split something apart,"As I flipped through the ancient book, I noticed the pages were torn due to it being used so many times.",A paper towel was torn along the perforated lines so that the mother could wipe up the spilled milk.,"When the child finished solving the math problems, the page was torn out of the workbook and turned in.",Dr. Phillips tested the athlete’s body and noticed that he had torn his rotator cuff during his last football game.,"When the angry husband realized his wife had torn their marriage certificate into tiny pieces, he realized it was time for a divorce.",,,,,
Tornado,a storm involving a revolving cone-shaped cloud with very damaging winds,Kansas declared a state of emergency due to the excessive damage caused by the tornado that came through their state.,Family members moved to the underground cellar since the tornado was causing jeopardy and danger on the land.,"Due to the flat land and destructive weather, many people in the Midwest will encounter a tornado at one point in their lives.","After the tornado ripped through the town, houses were in ruins and trees were uprooted.",Meteorologists warned the public of an approaching tornado in the area and that it might be dangerous.,,,,,
Torpedo,an underwater weapon that is in the shape of a long tube used as a bomb sent out to destroy other ships,"When the war submarine observed the enemy ship in the near distance, the submarine sent a torpedo in its direction.","After the torpedo was launched into the ocean, seconds ticked by to see if it would hit the intended target.",Explosions could be heard coming from the boat after the torpedo struck the port side of the boat.,A German U-boat launched a torpedo striking the RMS Lusitania killing over half of the nonmilitary people on board.,"In the factory, a torpedo is assembled every day since it is during a wartime and is needed to be used by the Navy.",,,,,
Torpid,lazy or inactive,My torpid brother rests on the couch all day.,"When June is torpid, she will snuggle under her bed covers and watch television until she falls asleep.",The torpid student did nothing but sleep in class each day.,"According to the preference settings, the laptop will go to sleep when it is has been torpid for five minutes.",The player was dropped from the team because he was torpid and refused to put forth effort during practice.,"Although my cat appears to be torpid, it can open its eyes in less than a second and then leap in pursuit of a moving object.",The bear will be in a torpid state throughout the freezing winter.,"Even though Jason could have earned perfect grades in school, he was torpid and rarely completed his assignments.",The torpid dog will not fetch the ball.,"After eating too much of the holiday buffet, Cal became torpid and collapsed on the sofa."
Torpor,the state of being motionless or inactive,"After overeating on Christmas, I fell into a satisfied torpor.",Hopefully the stock market will rise from its torpor and reach a year-end high.,"If my husband does not come out of his torpor and get a job, I will divorce him.",Many voters are in political torpor and rarely go to the polls.,"During the winter, the bears fall into an intense torpor.",The news of her husband’s death put April in an emotional torpor.,"After a five-year torpor, the singer released a new album.",The stimulus checks helped to bring the economy out of torpor.,"Before the gunshot victim came out of a coma, he was in torpor for two weeks.","Because business has been in torpor for eight months, Edward has to lay off several employees."
Torque,the turning or spinning by force,An automotive expert determined the amount of torque needed to ensure that the car would travel at its maximum speed.,"When the customer brought in her car to be repaired, she was informed that there was a problem with the motor due to the torque.",Street racers will try to increase the torque in their cars so that their cars will travel at a faster speed.,Calculations must be made regarding the torque in a car due to the mathematics involved in this process.,"Even though many people think that the torque in a car can be easily increased, people don’t realize that physics affects this.",,,,,
Torrent,a huge and heavy cascade of water or other material,"With the torrent of rain, I grabbed my umbrella to go outside but really just wanted to remain inside.",Thunder coupled with the torrent of rain led to my dog becoming fearful of going outside to use the bathroom.,The torrent of fire devoured the house in a matter of minutes so all that was left was the charred remains of the house.,"Paramedics tried to stop the torrent of blood squirting out of the victim, but it seemed hopeless.","When the fire alarm went off, a torrent of water sprayed down from the indoor sprinklers located on the ceiling.",,,,,
